Municipios;Distritos;Secciones;Sexo;Nacionalidad;Distribución de la renta por unidad de consumo;Periodo;Total
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32088 Vilamartín de Valdeorras;3208801 Vilamartín de Valdeorras distrito 01;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
