Municipios;Distritos;Secciones;Sexo;Nacionalidad;Distribución de la renta por unidad de consumo;Periodo;Total
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32003 Arnoia, A;3200301 Arnoia, A distrito 01;3200301001 Arnoia, A sección 01001;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;;;Hombres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;;;Hombres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;;;Mujeres;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;;;Mujeres;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Total;Española;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 5.000 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2023;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2022;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2021;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2020;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2019;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2018;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2017;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2016;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 7.500 Euros;2015;.
32004 Avión;3200401 Avión distrito 01;;Total;Extranjera;Población con ingresos por unidad de consumo por debajo de 10.000 Euros;2023;.
